src_id,direction,geom_points,os_speed
osgb4000000025933725,-1,"((-3.374649750857031, 50.649608289990411), (-3.373414811000631, 50.649460976334808))",37.5
osgb4000000025933725,1,"((-3.3746201387673782, 50.649856530043884), (-3.3733851989109782, 50.649709216388281))",37.5
osgb4000000025939034,-1,"((-3.3851848920943675, 50.652848690617255), (-3.3850662079295675, 50.652661242575654))",37.5
osgb4000000025939034,1,"((-3.3849736705551243, 50.65298242715437), (-3.3848549863903243, 50.65279497911277))",37.5
osgb4000000025933726,-1,"((-3.3847507707830875, 50.652254011744255), (-3.3846890405854877, 50.652184858588953))",37.5
osgb4000000025933726,1,"((-3.3845642680246684, 50.652420495140127), (-3.3845025378270686, 50.652351341984826))",37.5
osgb4000000025939033,1,"((-3.3847561604393781, 50.652641625807789), (-3.3846710242533282, 50.652523152994888))",37.5
osgb4000000025939033,-1,"((-3.3849591773956811, 50.652495735042308), (-3.3848740412096312, 50.652377262229408))",37.5
osgb4000000025926593,-1,"((-3.3833150363498961, 50.657781448129882), (-3.383681893771826, 50.657495260404481))",37.5
osgb4000000025926593,1,"((-3.3831612653933556, 50.657584332699429), (-3.3835281228152856, 50.657298144974028))",37.5
osgb4000000025947043,-1,"((-3.3830863144493017, 50.657937833995987), (-3.3832615327022317, 50.657818832192788))",37.5
osgb4000000025947043,1,"((-3.3829458552957465, 50.657731021940769), (-3.3831210735486765, 50.65761202013757))",37.5
osgb4000000025926595,1,"((-3.378339049538178, 50.663006903214338), (-3.3785444863960277, 50.662886211010736))",37.5
osgb4000000025926595,-1,"((-3.3784656852789983, 50.663222456894772), (-3.3786711221368479, 50.66310176469117))",37.5
osgb4000000025930058,1,"((-3.3749462873827984, 50.664114453169617), (-3.3753014945179785, 50.664109856053315))",37.5
osgb4000000025930058,-1,"((-3.3749495226298509, 50.664364432235097), (-3.3753047297650309, 50.664359835118795))",37.5
osgb4000000025926605,-1,"((-3.3724352617861042, 50.669077479930678), (-3.3724104605333243, 50.669002948164078))",37.5
osgb4000000025926605,1,"((-3.372198050252019, 50.669156414638486), (-3.3721732489992391, 50.669081882871886))",37.5
osgb4000000025927853,1,"((-3.40715558707348, 50.67726314589359), (-3.4070686851884799, 50.677161932958391))",37.5
osgb4000000025927853,-1,"((-3.4073452641643969, 50.677100288283448), (-3.4072583622793968, 50.676999075348249))",37.5
osgb4000000025927861,-1,"((-3.4114021914195902, 50.68055538849076), (-3.4112845660763602, 50.680503492075154))",37.5
osgb4000000025927861,1,"((-3.4113012766771402, 50.680784115871617), (-3.4111836513339102, 50.680732219456011))",37.5
osgb4000000025927858,-1,"((-3.4039915558451521, 50.674031373125153), (-3.4037897340855521, 50.673907898953757))",37.5
osgb4000000025927858,1,"((-3.4038610866892225, 50.674244628369756), (-3.4036592649296225, 50.67412115419836))",37.5
osgb4000000025969527,1,"((-3.3968896927721564, 50.671839309923755), (-3.3966110132077767, 50.671784032604556))",37.5
osgb4000000025969527,-1,"((-3.396938333728329, 50.671594087458665), (-3.3966596541639493, 50.671538810139467))",37.5
osgb4000000025969526,1,"((-3.3977419859228593, 50.672016693352553), (-3.3974825847244792, 50.671956834104549))",37.5
osgb4000000025969526,-1,"((-3.3977981985107939, 50.671773095025472), (-3.3975387973124138, 50.671713235777467))",37.5
osgb4000000025926600,-1,"((-3.3947189593365175, 50.671225302146972), (-3.3946779422767177, 50.671216539047471))",37.5
osgb4000000025926600,1,"((-3.3946667267850232, 50.67146978478555), (-3.3946257097252235, 50.671461021686049))",37.5
osgb4000000025944015,1,"((-3.4114108122550464, 50.68050510391614), (-3.4115593772462862, 50.680556436565936))",37.5
osgb4000000025944015,-1,"((-3.4113291677009858, 50.68074139646108), (-3.4114777326922257, 50.680792729110877))",37.5
osgb4000000025926133,-1,"((-3.3890916367729602, 50.67033546370871), (-3.3889074094940401, 50.670347858315516))",37.5
osgb4000000025926133,1,"((-3.3891084185573597, 50.670584899816184), (-3.3889241912784396, 50.67059729442299))",37.5
osgb4000000025926134,1,"((-3.3711559452459681, 50.676616362751901), (-3.3713522971280581, 50.676254717721797))",37.5
osgb4000000025926134,-1,"((-3.3713756508866046, 50.676735649932567), (-3.3715720027686946, 50.676374004902463))",37.5
osgb4000000025944020,-1,"((-3.3724344978464602, 50.669102917915509), (-3.3724335615442205, 50.669101867739712))",37.5
osgb4000000025944020,1,"((-3.3722478938888343, 50.669269287873732), (-3.3722469575865945, 50.669268237697935))",37.5
osgb4000000025947052,-1,"((-3.3724808576100949, 50.669204053593262), (-3.3724529433162447, 50.669132930975856))",37.5
osgb4000000025947052,1,"((-3.3722481399780078, 50.669295390900622), (-3.3722202256841576, 50.669224268283216))",37.5
osgb5000005120529322,1,"((-3.3588017413578379, 50.68537664194627), (-3.3590985089816381, 50.685219396738276))",37.5
osgb5000005120529322,-1,"((-3.3589187905722744, 50.685597547992813), (-3.3592155581960745, 50.685440302784819))",37.5
osgb4000000025927884,-1,"((-3.3524380926505892, 50.693036434089059), (-3.3527012582932993, 50.692876178471863))",37.5
osgb4000000025927884,1,"((-3.3523080657565663, 50.692822908898904), (-3.3525712313992764, 50.692662653281708))",37.5
osgb4000000025947063,-1,"((-3.3522787494547464, 50.693138484144299), (-3.3524400023770764, 50.693035241477901))",37.5
osgb4000000025947063,1,"((-3.3521439482445055, 50.692927940482043), (-3.3523052011668355, 50.692824697815645))",37.5
osgb4000000025933791,-1,"((-3.3510702829471342, 50.694362498873502), (-3.351268587021544, 50.694027882924104))",37.5
osgb4000000025933791,1,"((-3.3508552137682495, 50.694235042024751), (-3.3510535178426593, 50.693900426075352))",37.5
osgb4000000025930295,-1,"((-3.3502199015662959, 50.695554423826884), (-3.350491109954536, 50.695137594152982))",37.5
osgb4000000025930295,1,"((-3.3500103524999814, 50.695418081651432), (-3.3502815608882215, 50.69500125197753))",37.5
osgb4000000025944043,1,"((-3.3802315310014452, 50.706034128584619), (-3.3801303174994151, 50.705963381634817))",37.5
osgb4000000025944043,-1,"((-3.380374757283787, 50.705829223162425), (-3.3802735437817568, 50.705758476212623))",37.5
osgb4000000025944044,-1,"((-3.380397428017905, 50.705971236967166), (-3.3804519447981947, 50.705898645610162))",37.5
osgb4000000025944044,1,"((-3.380197524900268, 50.705821107877512), (-3.3802520416805577, 50.705748516520508))",37.5
osgb4000000025927889,1,"((-3.3833810978258803, 50.708508614873786), (-3.3833006995238204, 50.708425078068487))",37.5
osgb4000000025927889,-1,"((-3.3835612258664134, 50.708335254298646), (-3.3834808275643535, 50.708251717493347))",37.5
osgb4000000025939104,1,"((-3.3806655281094597, 50.706490745353918), (-3.3805818647003996, 50.706410033252922))",37.5
osgb4000000025939104,-1,"((-3.3808391028620934, 50.706310823689719), (-3.3807554394530333, 50.706230111588724))",37.5
osgb4000000025926629,1,"((-3.3878909163757296, 50.714126104569054), (-3.3878762254639097, 50.714108293121356))",37.5
osgb4000000025926629,-1,"((-3.3880837784706137, 50.713967031590968), (-3.3880690875587938, 50.71394922014327))",37.5
osgb4000000025927898,1,"((-3.3909210845203122, 50.718179954706791), (-3.390892076334612, 50.718132717903792))",37.5
osgb4000000025927898,-1,"((-3.3911341210294754, 50.718049128693465), (-3.3911051128437752, 50.718001891890466))",37.5
osgb4000000025933808,1,"((-3.3911650717050232, 50.718802544881854), (-3.3911409890166131, 50.718739879977257))",37.5
osgb4000000025933808,-1,"((-3.3913984320518016, 50.718712862394426), (-3.3913743493633914, 50.718650197489829))",37.5
osgb4000000025930111,1,"((-3.3916359641984259, 50.719872038894799), (-3.391541792963976, 50.7197058899052))",37.5
osgb4000000025930111,-1,"((-3.3918534584354663, 50.719748765796133), (-3.3917592872010163, 50.719582616806534))",37.5
osgb4000000025926626,1,"((-3.4014854110158868, 50.727566315936436), (-3.4014502375596067, 50.727527168832836))",37.5
osgb4000000025926626,-1,"((-3.4016713737004425, 50.72739922949188), (-3.4016362002441625, 50.72736008238828))",37.5
osgb4000000025939124,-1,"((-3.4099159406042729, 50.728237517418904), (-3.4101483618816326, 50.728405252720307))",37.5
osgb4000000025939124,1,"((-3.4100622418619659, 50.728034796078148), (-3.4102946631393256, 50.728202531379551))",37.5
osgb4000000025947071,1,"((-3.4105051936402866, 50.728407160772107), (-3.4106068981096667, 50.72851372256391))",37.5
osgb4000000025947071,-1,"((-3.4103243432226589, 50.728579767627259), (-3.4104260476920389, 50.728686329419062))",37.5
osgb4000000025306454,-1,"((-3.4203813440388768, 50.742353075513684), (-3.4202793914191969, 50.742405399030588))",37.5
osgb4000000025306454,1,"((-3.4204954924994597, 50.742575494327966), (-3.4203935398797798, 50.74262781784487))",37.5
osgb4000000025927914,1,"((-3.4161037768948508, 50.744194982960323), (-3.4159571039459511, 50.744195838293123))",37.5
osgb4000000025927914,-1,"((-3.4161023190284494, 50.743944987211108), (-3.4159556460795497, 50.743945842543908))",37.5
osgb4000000025926647,-1,"((-3.3878026067274951, 50.750932608976797), (-3.3887349536333748, 50.750822581880193))",37.5
osgb4000000025926647,1,"((-3.3877733073174827, 50.750684331824054), (-3.3887056542233625, 50.750574304727451))",37.5
osgb4000000025939178,1,"((-3.3964603478889095, 50.749738498866435), (-3.3970582217182694, 50.749673968249333))",37.5
osgb4000000025939178,-1,"((-3.3964871754515435, 50.749987055262217), (-3.3970850492809035, 50.749922524645115))",37.5
osgb4000000025930140,1,"((-3.3937206591139408, 50.750019935417768), (-3.3939607577636206, 50.749990085289767))",37.5
osgb4000000025930140,-1,"((-3.3937515027672727, 50.750268025459988), (-3.3939916014169524, 50.750238175331987))",37.5
osgb5000005109601328,-1,"((-3.3844915888595515, 50.751332305180966), (-3.3850058017136817, 50.751271636028271))",37.5
osgb5000005109601328,1,"((-3.3844622959108728, 50.751084027265804), (-3.384976508765003, 50.751023358113109))",37.5
osgb4000000025933872,1,"((-3.3862261564209177, 50.750883951895105), (-3.3870652334584879, 50.750773913818605))",37.5
osgb4000000025933872,-1,"((-3.3862586635321215, 50.751131829461094), (-3.3870977405696916, 50.751021791384595))",37.5
osgb4000000025930157,1,"((-3.377927701903372, 50.751826195639374), (-3.379694080820252, 50.751634434869878))",37.5
osgb4000000025930157,-1,"((-3.377954683748952, 50.752074735334411), (-3.3797210626658321, 50.751882974564914))",37.5
osgb4000000025926654,1,"((-3.3544306817208209, 50.754818538213925), (-3.3547048641516608, 50.754772842048325))",37.5
osgb4000000025926654,-1,"((-3.3544717806746362, 50.755065136827049), (-3.3547459631054761, 50.755019440661449))",37.5
osgb4000000025930625,-1,"((-3.3514487779776263, 50.755505169004635), (-3.3520416874601162, 50.755417356589938))",37.5
osgb4000000025930625,1,"((-3.3514121514351611, 50.755257866565536), (-3.352005060917651, 50.755170054150838))",37.5
osgb4000000025930186,1,"((-3.3489716912845391, 50.633933670083678), (-3.3484198792772091, 50.633922072594679))",37.5
osgb4000000025930186,-1,"((-3.3489769443998574, 50.633683725280214), (-3.3484251323925274, 50.633672127791215))",37.5
osgb4000000025944139,1,"((-3.3464011989530036, 50.633571331304829), (-3.3465266227240433, 50.633506928413532))",37.5
osgb4000000025944139,-1,"((-3.3465153946378643, 50.633793725876615), (-3.346640818408904, 50.633729322985317))",37.5
osgb4000000025947120,-1,"((-3.3463613261091019, 50.633340114858882), (-3.3462045486560519, 50.633296960361882))",37.5
osgb4000000025947120,1,"((-3.3462949788197469, 50.63358115020317), (-3.3461382013666969, 50.63353799570617))",37.5
osgb4000000025971257,-1,"((-3.3504235619337401, 50.633748012636268), (-3.3491634122187999, 50.633690668597467))",37.5
osgb4000000025971257,1,"((-3.350412197260765, 50.6339977541911), (-3.3491520475458247, 50.633940410152299))",37.5
osgb4000000025944138,-1,"((-3.346815121929803, 50.633460185151719), (-3.346644207906023, 50.633417194693621))",37.5
osgb4000000025944138,1,"((-3.3467541383558199, 50.633702633091914), (-3.3465832243320399, 50.633659642633816))",37.5
osgb4000000025939218,1,"((-3.3463243278485399, 50.633741675765187), (-3.3463083936167597, 50.633678906933291))",37.5
osgb4000000025939218,-1,"((-3.3465666420408402, 50.63368016290304), (-3.3465507078090599, 50.633617394071145))",37.5
osgb4000000025967898,-1,"((-3.3456195323611002, 50.634282906403804), (-3.3458081445628403, 50.634178105098904))",37.5
osgb4000000025967898,1,"((-3.3454981068001497, 50.634064375323298), (-3.3456867190018897, 50.633959574018398))",37.5
osgb4000000025930187,1,"((-3.3445523371832384, 50.633072768338501), (-3.3432980471793985, 50.6325949027094))",37.5
osgb4000000025930187,-1,"((-3.3446413426619745, 50.632839148937002), (-3.3433870526581346, 50.632361283307901))",37.5
osgb4000000025927952,1,"((-3.3423087847295574, 50.631991159816046), (-3.3422800019106975, 50.631973504939445))",37.5
osgb4000000025927952,-1,"((-3.3424394994772113, 50.631778055018479), (-3.3424107166583514, 50.631760400141879))",37.5
osgb4000000025930192,-1,"((-3.3388913369041293, 50.62989730553771), (-3.3386788048170595, 50.629881761699608))",37.5
osgb4000000025930192,1,"((-3.3388731015016062, 50.630146639590933), (-3.3386605694145364, 50.63013109575283))",37.5
osgb4000000025933907,-1,"((-3.3367755115582032, 50.630074496889158), (-3.3356136531542928, 50.629988898708056))",37.5
osgb4000000025933907,1,"((-3.3367571429648457, 50.630323821165511), (-3.3355952845609353, 50.63023822298441))",37.5
osgb4000000025947123,-1,"((-3.3368803500909396, 50.630081925773887), (-3.3368238108149595, 50.630082574673082))",37.5
osgb4000000025947123,1,"((-3.3368832191428157, 50.630331909310428), (-3.3368266798668356, 50.630332558209624))",37.5
osgb4000000025947122,-1,"((-3.3391446472827986, 50.629923177059624), (-3.3390593277977083, 50.629906171325622))",37.5
osgb4000000025947122,1,"((-3.3390957789705271, 50.630168354318066), (-3.3390104594854368, 50.630151348584064))",37.5
osgb4000000025939223,-1,"((-3.3376289495604823, 50.630002188415496), (-3.3374881120045021, 50.630021792247994))",37.5
osgb4000000025939223,1,"((-3.3376634159261513, 50.630249801156758), (-3.3375225783701712, 50.630269404989257))",37.5
osgb4000000025944140,1,"((-3.3355682978220114, 50.630236878556964), (-3.3354120506880016, 50.630211690146766))",37.5
osgb4000000025944140,-1,"((-3.3356080863166091, 50.629990065113859), (-3.3354518391825994, 50.62996487670366))",37.5
osgb4000000025933908,1,"((-3.3322602589093258, 50.629854272478902), (-3.3320906424744758, 50.629856212351797))",37.5
osgb4000000025933908,-1,"((-3.3322573998909162, 50.629604288827409), (-3.3320877834560663, 50.629606228700304))",37.5
osgb4000000025961032,1,"((-3.3333822693001762, 50.62992196581488), (-3.3327732050276659, 50.629883969925778))",37.5
osgb4000000025961032,-1,"((-3.333397835050099, 50.629672450870579), (-3.3327887707775887, 50.629634454981478))",37.5
osgb4000000025939232,-1,"((-3.3223854672973365, 50.629451241565221), (-3.3224950125020665, 50.62932409205262))",37.5
osgb4000000025930202,-1,"((-3.3244650177947817, 50.62909033613149), (-3.3243214459831516, 50.629076131374191))",37.5
osgb4000000025930202,1,"((-3.3244404033880772, 50.629339121442513), (-3.3242968315764472, 50.629324916685214))",37.5
osgb4000000025939231,1,"((-3.3225021170435958, 50.629170778698565), (-3.3224599656714457, 50.62918025053677))",37.5
osgb4000000025939231,-1,"((-3.3224473063059863, 50.628926861124285), (-3.3224051549338363, 50.628936332962489))",37.5
osgb4000000025939235,-1,"((-3.3275945181819861, 50.629533488720128), (-3.3271681290066262, 50.629454952956429))",37.5
osgb4000000025939235,1,"((-3.3275492329344711, 50.629779353004558), (-3.3271228437591112, 50.62970081724086))",37.5
osgb4000000025939233,1,"((-3.3315671493402252, 50.629844211324517), (-3.3313409940742051, 50.629846796421411))",37.5
osgb4000000025939233,-1,"((-3.3315642918697002, 50.629594227655325), (-3.3313381366036801, 50.629596812752219))",37.5
osgb4000000025933914,-1,"((-3.3308441840858549, 50.629629437261826), (-3.3308159146500351, 50.629629760248427))",37.5
osgb4000000025933914,1,"((-3.3308470402228174, 50.62987942094626), (-3.3308187707869976, 50.629879743932861))",37.5
osgb4000000025944151,-1,"((-3.3286258677489586, 50.629600829356399), (-3.3282439768029985, 50.629596191430096))",37.5
osgb4000000025944151,1,"((-3.3286228318139877, 50.629850810921916), (-3.3282409408680276, 50.629846172995613))",37.5
osgb4000000025933915,-1,"((-3.3282416222084086, 50.629596190557024), (-3.3282133527626785, 50.629596512912023))",37.5
osgb4000000025933915,1,"((-3.3282444727599123, 50.629846174305207), (-3.3282162033141822, 50.629846496660207))",37.5
osgb4000000025939234,1,"((-3.3296342149030496, 50.629910787399979), (-3.3294075518773893, 50.629895387996378))",37.5
osgb4000000025939234,-1,"((-3.3296511607479671, 50.62966136238451), (-3.3294244977223069, 50.629645962980909))",37.5
osgb4000000025944150,1,"((-3.3289045454559427, 50.629856556386763), (-3.328621597509783, 50.629850790851663))",37.5
osgb4000000025944150,-1,"((-3.3289096385645882, 50.629606608271658), (-3.3286266906184285, 50.629600842736558))",37.5
osgb4000000025930201,1,"((-3.3270281719565635, 50.629683453967985), (-3.3269316397599833, 50.629670767002985))",37.5
osgb4000000025930201,-1,"((-3.3270607486330244, 50.629435585534843), (-3.3269642164364441, 50.629422898569842))",37.5
